Período;Código Capítulo Diagnóstico ICD9CM/ICD10CMPCS;Descrição Capítulo Diagnóstico ICD9CM/ICD10CMPCS;Instituição;Região;Faixa Etária;Género;Internamentos;Dias de Internamento;Ambulatório;Óbitos
2021-03;9;Doenças do aparelho circulatório;Hospital Professor Dr. Fernando Fonseca, E.P.E.;Região de Saúde LVT;[15-25[;M;1;2;1;0
2021-03;9;Doenças do aparelho circulatório;Hospital Professor Dr. Fernando Fonseca, E.P.E.;Região de Saúde LVT;[65-120[;F;127;1499;1;11
2021-03;9;Doenças do aparelho circulatório;Hospital Santa Maria Maior, E.P.E. - Barcelos;Região de Saúde do Norte;[65-120[;M;22;295;1;3
2021-03;9;Doenças do aparelho circulatório;Hospital Senhora da Oliveira, E.P.E. - Guimarães;Região de Saúde do Norte;[25-45[;F;2;32;8;0
2021-03;9;Doenças do aparelho circulatório;Hospital Senhora da Oliveira, E.P.E. - Guimarães;Região de Saúde do Norte;[25-45[;M;6;40;4;0
2021-03;9;Doenças do aparelho circulatório;HPP Hospital de Cascais, Dr. José de Almeida;Região de Saúde LVT;[15-25[;M;1;6;0;0
2021-03;9;Doenças do aparelho circulatório;HPP Hospital de Cascais, Dr. José de Almeida;Região de Saúde LVT;[45-65[;M;15;79;0;1
2021-03;9;Doenças do aparelho circulatório;Instituto Português Oncologia  F. Gentil - Centro, E.P.E.;Região de Saúde do Centro;[45-65[;M;1;1;0;0
2021-03;9;Doenças do aparelho circulatório;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;Região de Saúde LVT;[65-120[;M;2;20;0;0
2021-03;9;Doenças do aparelho circulatório;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;Região de Saúde do Norte;[65-120[;F;3;7;0;0
2021-03;9;Doenças do aparelho circulatório;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;Região de Saúde do Norte;[65-120[;M;5;40;0;0
2021-03;9;Doenças do aparelho circulatório;Serviço de Saúde da RAM, E.P.E.;Região de Saúde da Madeira;[25-45[;F;2;20;0;0
2021-03;9;Doenças do aparelho circulatório;Serviço de Saúde da RAM, E.P.E.;Região de Saúde da Madeira;[45-65[;F;10;53;0;2
2021-03;9;Doenças do aparelho circulatório;Serviço de Saúde da RAM, E.P.E.;Região de Saúde da Madeira;[45-65[;M;16;234;0;1
2021-03;9;Doenças do aparelho circulatório;Serviço de Saúde da RAM, E.P.E.;Região de Saúde da Madeira;[65-120[;M;45;508;0;10
2021-03;9;Doenças do aparelho circulatório;Unidade Local de Saúde de Castelo Branco, E.P.E.;Região de Saúde do Centro;[25-45[;F;1;2;0;0
2021-03;9;Doenças do aparelho circulatório;Unidade Local de Saúde de Castelo Branco, E.P.E.;Região de Saúde do Centro;[45-65[;M;5;60;0;0
2021-03;9;Doenças do aparelho circulatório;Unidade Local de Saúde de Castelo Branco, E.P.E.;Região de Saúde do Centro;[65-120[;F;20;207;0;4
2021-03;9;Doenças do aparelho circulatório;Unidade Local de Saúde de Matosinhos, E.P.E.;Região de Saúde do Norte;[45-65[;F;11;102;0;0
2021-03;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;Região de Saúde do Alentejo;[65-120[;M;55;557;0;9
2021-03;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;Região de Saúde do Alentejo;[65-120[;F;36;277;0;10
2021-03;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Norte Alentejano E. P. E.;Região de Saúde do Alentejo;[25-45[;F;1;2;2;0
2021-03;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Norte Alentejano E. P. E.;Região de Saúde do Alentejo;[45-65[;F;4;15;4;0
2021-03;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Norte Alentejano E. P. E.;Região de Saúde do Alentejo;[65-120[;F;39;332;1;7
2021-03;9;Doenças do aparelho circulatório;Unidade Local de Saúde Nordeste, E.P.E.;Região de Saúde do Norte;[25-45[;M;2;27;0;0
2021-03;9;Doenças do aparelho circulatório;Unidade Local de Saúde Nordeste, E.P.E.;Região de Saúde do Norte;[45-65[;M;12;209;0;0
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar Barreiro/Montijo, E.P.E.;Região de Saúde LVT;[25-45[;M;1;19;0;0
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar de Tras-os-Montes e Alto Douro, E.P.E.;Região de Saúde do Norte;[15-25[;M;1;5;0;0
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar de Tras-os-Montes e Alto Douro, E.P.E.;Região de Saúde do Norte;[45-65[;F;14;98;19;0
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar de Tras-os-Montes e Alto Douro, E.P.E.;Região de Saúde do Norte;[65-120[;F;127;1047;8;15
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;Região de Saúde do Norte;[25-45[;M;10;32;13;1
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar do Baixo Vouga, E.P.E.;Região de Saúde do Centro;[25-45[;M;3;17;2;0
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar Setúbal, E.P.E;Região de Saúde LVT;[65-120[;M;111;782;29;21
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar Tâmega e Sousa, E.P.E.;Região de Saúde do Norte;[45-65[;M;55;500;7;1
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar Tondela-Viseu, E.P.E.;Região de Saúde do Centro;[15-25[;M;1;10;0;0
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar Tondela-Viseu, E.P.E.;Região de Saúde do Centro;[65-120[;M;96;736;15;7
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;Região de Saúde LVT;[25-45[;M;12;86;5;0
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;Região de Saúde LVT;[45-65[;F;23;146;21;4
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;Região de Saúde LVT;[5-15[;F;1;2;0;0
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de S. João, E.P.E.;Região de Saúde do Norte;[45-65[;F;76;364;43;2
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar do Médio Ave, E.P.E.;Região de Saúde do Norte;[25-45[;M;1;5;0;0
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar do Médio Ave, E.P.E.;Região de Saúde do Norte;[45-65[;M;8;86;0;0
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar do Oeste, E.P.E.;Região de Saúde LVT;[45-65[;F;5;28;4;0
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar do Oeste, E.P.E.;Região de Saúde LVT;[65-120[;M;69;737;0;9
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar e Universitário de Coimbra, E.P.E.;Região de Saúde do Centro;[15-25[;F;1;2;2;0
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar e Universitário de Coimbra, E.P.E.;Região de Saúde do Centro;[25-45[;F;10;39;2;1
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar e Universitário de Coimbra, E.P.E.;Região de Saúde do Centro;[25-45[;M;12;111;8;0
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar Lisboa Ocidental, E.P.E.;Região de Saúde LVT;[0-1[;F;2;8;0;0
2021-03;9;Doenças do aparelho circulatório;Centro Hospitalar Lisboa Ocidental, E.P.E.;Região de Saúde LVT;[65-120[;M;148;1229;58;13
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Barreiro/Montijo, E.P.E.;Região de Saúde LVT;[25-45[;F;4;23;5;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Barreiro/Montijo, E.P.E.;Região de Saúde LVT;[25-45[;M;6;37;2;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Barreiro/Montijo, E.P.E.;Região de Saúde LVT;[65-120[;F;51;476;3;8
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;Região de Saúde do Norte;[25-45[;M;3;78;0;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;Região de Saúde do Norte;[45-65[;M;17;190;2;1
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar de Leiria, E.P.E.;Região de Saúde do Centro;[25-45[;F;1;4;4;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário do Porto, E.P.E.;Região de Saúde do Norte;[65-120[;M;71;521;20;5
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário Lisboa Central, E.P.E.;Região de Saúde LVT;[15-25[;F;3;27;1;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário Lisboa Central, E.P.E.;Região de Saúde LVT;[25-45[;F;10;94;5;1
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário Lisboa Central, E.P.E.;Região de Saúde LVT;[45-65[;F;34;213;29;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário Lisboa Central, E.P.E.;Região de Saúde LVT;[45-65[;M;115;834;23;2
2021-04;9;Doenças do aparelho circulatório;Hospital Arcebispo João Crisostomo - Cantanhede;Região de Saúde do Centro;[65-120[;F;1;22;0;0
2021-04;9;Doenças do aparelho circulatório;Hospital Beatriz Ângelo - Loures;Região de Saúde LVT;[25-45[;M;5;28;0;0
2021-04;9;Doenças do aparelho circulatório;Hospital da Horta, E.P.E.;Região de Saúde dos Açores;[65-120[;F;8;123;0;0
2021-04;9;Doenças do aparelho circulatório;Hospital de Braga, E.P.E.;Região de Saúde do Norte;[5-15[;F;1;9;0;0
2021-04;9;Doenças do aparelho circulatório;Hospital de Santo Espírito da Ilha Terceira, EPER;Região de Saúde dos Açores;[65-120[;F;23;244;0;6
2021-04;9;Doenças do aparelho circulatório;Hospital de Vila Franca de Xira, E.P.E.;Região de Saúde LVT;[25-45[;M;1;5;0;1
2021-04;9;Doenças do aparelho circulatório;Hospital de Vila Franca de Xira, E.P.E.;Região de Saúde LVT;[45-65[;F;6;90;3;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar de Tras-os-Montes e Alto Douro, E.P.E.;Região de Saúde do Norte;[15-25[;M;1;5;1;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;Região de Saúde do Norte;[25-45[;F;6;22;13;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar do Baixo Vouga, E.P.E.;Região de Saúde do Centro;[65-120[;M;99;800;0;8
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar do Médio Tejo, E.P.E.;Região de Saúde LVT;[65-120[;M;61;792;12;6
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar e Universitário de Coimbra, E.P.E.;Região de Saúde do Centro;[15-25[;F;4;20;0;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar e Universitário de Coimbra, E.P.E.;Região de Saúde do Centro;[65-120[;M;221;2027;54;21
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Lisboa Ocidental, E.P.E.;Região de Saúde LVT;[15-25[;F;2;14;1;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Lisboa Ocidental, E.P.E.;Região de Saúde LVT;[25-45[;F;15;229;10;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Lisboa Ocidental, E.P.E.;Região de Saúde LVT;[45-65[;F;33;250;13;1
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Lisboa Ocidental, E.P.E.;Região de Saúde LVT;[5-15[;F;0;0;1;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Povoa do Varzim/Vila do Conde, E.P.E.;Região de Saúde do Norte;[45-65[;M;6;30;0;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Setúbal, E.P.E;Região de Saúde LVT;[25-45[;M;4;22;2;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Tâmega e Sousa, E.P.E.;Região de Saúde do Norte;[25-45[;F;3;13;11;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Tâmega e Sousa, E.P.E.;Região de Saúde do Norte;[45-65[;M;47;353;13;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Tâmega e Sousa, E.P.E.;Região de Saúde do Norte;[65-120[;F;108;1028;12;11
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Tâmega e Sousa, E.P.E.;Região de Saúde do Norte;[65-120[;M;83;1050;5;5
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Tondela-Viseu, E.P.E.;Região de Saúde do Centro;[45-65[;F;10;50;13;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Tondela-Viseu, E.P.E.;Região de Saúde do Centro;[65-120[;M;104;882;16;7
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;Região de Saúde LVT;[25-45[;F;7;96;5;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;Região de Saúde LVT;[25-45[;M;11;129;10;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;Região de Saúde LVT;[45-65[;F;28;233;26;2
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de S. João, E.P.E.;Região de Saúde do Norte;[1-5[;M;1;3;0;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de S. João, E.P.E.;Região de Saúde do Norte;[15-25[;F;5;29;1;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de S. João, E.P.E.;Região de Saúde do Norte;[45-65[;F;54;291;25;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de S. João, E.P.E.;Região de Saúde do Norte;[5-15[;M;4;9;0;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário do Algarve, E.P.E.;Região de Saúde do Algarve;[45-65[;M;73;523;14;4
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário do Porto, E.P.E.;Região de Saúde do Norte;[15-25[;F;1;15;1;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário do Porto, E.P.E.;Região de Saúde do Norte;[25-45[;F;7;37;19;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário do Porto, E.P.E.;Região de Saúde do Norte;[25-45[;M;4;17;4;0
2021-04;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário do Porto, E.P.E.;Região de Saúde do Norte;[45-65[;F;23;254;60;1
2021-04;9;Doenças do aparelho circulatório;Hospital Distrital de Santarém, E.P.E.;Região de Saúde LVT;[65-120[;F;72;667;0;12
2021-04;9;Doenças do aparelho circulatório;Hospital do Espírito Santo - Évora, E.P.E.;Região de Saúde do Alentejo;[45-65[;F;10;51;13;0
2021-04;9;Doenças do aparelho circulatório;Hospital do Espírito Santo - Évora, E.P.E.;Região de Saúde do Alentejo;[65-120[;F;64;483;6;8
2021-04;9;Doenças do aparelho circulatório;Hospital Dr. Francisco Zagalo - Ovar;Região de Saúde do Centro;[65-120[;M;1;8;0;0
2021-04;9;Doenças do aparelho circulatório;Hospital Garcia de Orta, E.P.E. - Almada;Região de Saúde LVT;[25-45[;F;4;12;2;0
2021-04;9;Doenças do aparelho circulatório;Hospital Garcia de Orta, E.P.E. - Almada;Região de Saúde LVT;[45-65[;M;37;569;10;0
2021-04;9;Doenças do aparelho circulatório;Hospital Garcia de Orta, E.P.E. - Almada;Região de Saúde LVT;[65-120[;M;110;1287;12;7
2021-04;9;Doenças do aparelho circulatório;Hospital Jose Luciano de Castro - Anadia;Região de Saúde do Centro;[45-65[;F;1;1;0;0
2021-04;9;Doenças do aparelho circulatório;Hospital Santa Maria Maior, E.P.E. - Barcelos;Região de Saúde do Norte;[65-120[;M;29;272;0;1
2021-04;9;Doenças do aparelho circulatório;Hospital Senhora da Oliveira, E.P.E. - Guimarães;Região de Saúde do Norte;[15-25[;F;1;8;0;0
2021-04;9;Doenças do aparelho circulatório;Hospital Senhora da Oliveira, E.P.E. - Guimarães;Região de Saúde do Norte;[65-120[;F;85;847;8;10
2021-04;9;Doenças do aparelho circulatório;HPP Hospital de Cascais, Dr. José de Almeida;Região de Saúde LVT;[25-45[;M;3;19;0;0
2021-04;9;Doenças do aparelho circulatório;Instituto Português Oncologia  F. Gentil - Centro, E.P.E.;Região de Saúde do Centro;[25-45[;F;1;1;0;0
2021-04;9;Doenças do aparelho circulatório;Instituto Português Oncologia  F. Gentil - Centro, E.P.E.;Região de Saúde do Centro;[65-120[;M;2;2;0;0
2021-04;9;Doenças do aparelho circulatório;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;Região de Saúde LVT;[15-25[;M;1;1;0;0
2021-04;9;Doenças do aparelho circulatório;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;Região de Saúde LVT;[45-65[;F;1;0;0;0
2021-04;9;Doenças do aparelho circulatório;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;Região de Saúde LVT;[45-65[;M;2;47;0;0
2021-04;9;Doenças do aparelho circulatório;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;Região de Saúde do Norte;[65-120[;F;2;20;1;0
2021-04;9;Doenças do aparelho circulatório;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;Região de Saúde do Norte;[65-120[;M;1;11;1;0
2021-04;9;Doenças do aparelho circulatório;Unidade Local de Saúde da Guarda, E.P.E.;Região de Saúde do Centro;[45-65[;F;4;42;3;0
2021-04;9;Doenças do aparelho circulatório;Unidade Local de Saúde da Guarda, E.P.E.;Região de Saúde do Centro;[65-120[;F;45;501;1;6
2021-04;9;Doenças do aparelho circulatório;Unidade Local de Saúde de Castelo Branco, E.P.E.;Região de Saúde do Centro;[25-45[;F;1;2;0;0
2021-04;9;Doenças do aparelho circulatório;Unidade Local de Saúde de Matosinhos, E.P.E.;Região de Saúde do Norte;[15-25[;F;2;15;0;0
2021-04;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Alto Minho, E.P.E.;Região de Saúde do Norte;[45-65[;M;11;117;1;2
2021-04;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Alto Minho, E.P.E.;Região de Saúde do Norte;[65-120[;F;66;715;2;4
2021-04;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;Região de Saúde do Alentejo;[45-65[;F;3;14;1;0
2021-04;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;Região de Saúde do Alentejo;[65-120[;F;36;266;0;3
2021-04;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Norte Alentejano E. P. E.;Região de Saúde do Alentejo;[25-45[;F;1;6;2;0
2021-04;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Norte Alentejano E. P. E.;Região de Saúde do Alentejo;[65-120[;F;27;372;0;5
2021-04;9;Doenças do aparelho circulatório;Unidade Local de Saúde Nordeste, E.P.E.;Região de Saúde do Norte;[45-65[;M;13;68;0;1
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;Região de Saúde do Norte;[25-45[;F;6;23;14;0
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;Região de Saúde do Norte;[65-120[;F;97;900;32;6
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar do Médio Ave, E.P.E.;Região de Saúde do Norte;[25-45[;F;2;25;0;0
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar do Médio Ave, E.P.E.;Região de Saúde do Norte;[45-65[;F;5;29;0;0
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar do Médio Ave, E.P.E.;Região de Saúde do Norte;[65-120[;F;29;417;0;5
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar do Médio Tejo, E.P.E.;Região de Saúde LVT;[15-25[;F;1;1;0;0
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar do Médio Tejo, E.P.E.;Região de Saúde LVT;[5-15[;F;1;6;0;0
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar do Médio Tejo, E.P.E.;Região de Saúde LVT;[65-120[;M;55;530;12;10
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar do Oeste, E.P.E.;Região de Saúde LVT;[25-45[;F;4;41;0;0
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar e Universitário de Coimbra, E.P.E.;Região de Saúde do Centro;[25-45[;F;10;120;1;0
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar Lisboa Ocidental, E.P.E.;Região de Saúde LVT;[25-45[;F;2;19;3;0
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar Lisboa Ocidental, E.P.E.;Região de Saúde LVT;[45-65[;M;70;804;24;2
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar Lisboa Ocidental, E.P.E.;Região de Saúde LVT;[65-120[;F;116;1055;21;10
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar Lisboa Ocidental, E.P.E.;Região de Saúde LVT;[65-120[;M;128;1331;43;3
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;Região de Saúde do Norte;[25-45[;M;3;10;1;0
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;Região de Saúde do Norte;[45-65[;F;6;29;1;2
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar de Leiria, E.P.E.;Região de Saúde do Centro;[45-65[;M;34;154;17;0
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar de Leiria, E.P.E.;Região de Saúde do Centro;[65-120[;F;83;711;21;16
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar de Tras-os-Montes e Alto Douro, E.P.E.;Região de Saúde do Norte;[45-65[;F;13;45;7;0
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar de Tras-os-Montes e Alto Douro, E.P.E.;Região de Saúde do Norte;[65-120[;F;126;1091;9;13
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar de Tras-os-Montes e Alto Douro, E.P.E.;Região de Saúde do Norte;[65-120[;M;121;939;4;13
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar Tondela-Viseu, E.P.E.;Região de Saúde do Centro;[15-25[;M;2;9;0;0
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar Tondela-Viseu, E.P.E.;Região de Saúde do Centro;[45-65[;M;24;168;8;2
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar Tondela-Viseu, E.P.E.;Região de Saúde do Centro;[5-15[;M;1;1;0;0
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário Cova da Beira, E.P.E.;Região de Saúde do Centro;[45-65[;F;9;36;0;0
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;Região de Saúde LVT;[25-45[;F;3;29;5;0
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de S. João, E.P.E.;Região de Saúde do Norte;[25-45[;M;9;73;4;1
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de S. João, E.P.E.;Região de Saúde do Norte;[45-65[;M;87;761;25;1
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de S. João, E.P.E.;Região de Saúde do Norte;[5-15[;M;0;0;1;0
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de S. João, E.P.E.;Região de Saúde do Norte;[65-120[;M;145;1770;28;8
2021-08;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário do Algarve, E.P.E.;Região de Saúde do Algarve;[15-25[;F;3;9;0;0
